ID,Start time,Completion time,Last modified time,Do you agree with the terms and conditions?,Year Level,Institute,Degree Program - IABF - Manila,Degree Program - IARFA,Degree Program - IAS,Degree Program - IE,Degree Program - IHSN,Degree Program - ITHM,Degree Program - FEU Makati,Are you currently a working student?,Are you currently taking Wellness and Recreation Program (WRP) this 1st Semester?,What is your WRP curriculum?,Were you able to secure a slot that is convenient for your time?,What are the reasons that your slot is inconvenient for you?,"What schedule of WRP should be opened with more slots? 

(Select at most 3.)
",There should be a walk-in session (Community Dance Fitness) in the afternoon.,The one fixed booking per week is not enough for me to comply with the minimum-hour requirement.,The WRP booking system is accessible.,Walk-in sessions are more reliable than scheduling an appointment through Power Apps.,"There are enough WRP considerations offered for students with disabilities (physical, mental, etc.)",The WRP time slot I enrolled does not reflect on the student central.,The new policies and guidelines of WRP for the Academic Year 2023-2024 consider the welfare of the students from all year levels.,"On a scale of 1 to 10, how satisfied are you with the overall procedures and new system of the Wellness and Recreation Program?","Please put any other concerns, suggestions, and recommendations you may have in relation to the new guidelines released about the Wellness and Recreation Program that is not stated in this survey."
1394,8/17/23 16:47:34,8/17/23 16:49:11,,Yes,3rd Year,"Institute of Accounts, Business, and Finance (Manila)",Bachelor of Science in Internal Auditing,,,,,,,No,Yes,2021 curriculum (WRP02XX),No,Conflicting Schedule;,Monday 4:30 PM - 6:00 PM;Wednesday 3:00 PM - 4:30 PM;Wednesday 4:30 PM - 6:00 PM;,Strongly Agree,Strongly Agree,Strongly disagree,Disagree,Strongly disagree,Strongly Agree,Strongly disagree,1,   
1395,8/17/23 16:48:00,8/17/23 16:50:51,,Yes,4th Year,Institute of Arts and Sciences,,,Bachelor of Arts in Political Science (Philippine Politics and Foreign Relations Track),,,,,No,Yes,2018 curriculum (WRP01XX),No,Lack of Information (Unclear Guidelines/Instructions);,Tuesday 7:30 AM - 9:00 AM;Tuesday 9:00 AM - 10:30 AM;Thursday 10:30 AM - 12:00 PM;,Strongly Agree,Strongly Agree,Strongly disagree,Strongly Agree,Strongly disagree,Strongly disagree,Strongly disagree,3,The booking of WRP Sessions should not be just 1 per week
1396,8/17/23 16:50:55,8/17/23 16:54:17,,Yes,4th Year,Institute of Arts and Sciences,,,Bachelor of Arts in Communication (Convergent Media Track),,,,,Employed (Part-time),Yes,2018 curriculum (WRP01XX),No,Lack of Information (Unclear Guidelines/Instructions);Limited Slots of Other Schedules;,Monday 1:30 PM - 3:00 PM ;Tuesday 4:30 PM - 6:00 PM;Wednesday 7:30 AM - 9:00 AM;,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Agree,Disagree,1,"WRP hours for 3rd & 4th yr students should be lessened. It defeats the purpose of adding “Wellness and Recreation” in our curriculum if the system is stressful. Our program is stressful already, so pls reconsider WRP system. "
1397,8/17/23 16:42:36,8/17/23 17:01:58,,Yes,2nd Year,Institute of Arts and Sciences,,,Bachelor of Science in Psychology,,,,,No,Yes,2021 curriculum (WRP02XX),No,Lack of Information (Unclear Guidelines/Instructions);,Monday 4:30 PM - 6:00 PM;Tuesday 10:30 AM - 12:00 PM;Friday 3:00 PM - 4:30 PM;,Strongly Agree,Strongly Agree,Disagree,Strongly disagree,Agree,Strongly disagree,Disagree,3,"If the WRP Department only allow us to book only 1 session per week the department should give a considerations to lessen the hours that the students needs to comply and many students as well can't afford to attend CDF due to they live far from Manila and the travel time takes a lot of time especially if there's a traffic we might not get on time for CDF.

My recommendations is they should lessen the required hours that the students need to comply if the WRP Department would really push through the 1 session per week due to the fixed schedules, at least lessen the required hours to 12 hours.

Because us students can't afford to attend CDF everyday"
1398,8/17/23 17:14:16,8/17/23 17:16:44,,Yes,2nd Year,Institute of Tourism and Hotel Management,,,,,,Bachelor of Science in Hotel and Restaurant Management (Culinary Management Track),,No,Yes,2021 curriculum (WRP02XX),No,Lack of Information (Unclear Guidelines/Instructions);Conflicting Schedule;,Friday 3:00 PM - 4:30 PM;,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly disagree,Strongly disagree,Strongly disagree,1,-
1399,8/17/23 17:16:01,8/17/23 17:21:52,,Yes,4th Year,"Institute of Accounts, Business, and Finance (Manila)",Bachelor of Science in Business Administration (Marketing Management Track),,,,,,,No,Yes,2018 curriculum (WRP01XX),No,Lack of Information (Unclear Guidelines/Instructions);Limited Slots of Other Schedules;,Monday 9:00 AM - 10:30 AM;Saturday 9:00 AM - 10:30 AM;Saturday 6:00 PM - 7:30 PM;,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,1,FEU is the only university that still has P.E up until the 4th year and truly it is a waste of time especially for students who have busy schedules and students who are preparing for graduation. WRP does not promote wellness even though the previous head insist that it promotes wellness. It seems that the university is only promoting wrp in order to increase the tuition fees of the students and masking it as a concern for wellness. WRP is not for the wellness of the students.
1400,8/17/23 17:24:58,8/17/23 17:31:45,,Yes,4th Year,Institute of Arts and Sciences,,,Bachelor of Arts in Communication (Digital Cinema Track),,,,,No,Yes,2021 curriculum (WRP02XX),No,Lack of Information (Unclear Guidelines/Instructions);Conflicting Schedule;,Thursday 1:30 PM - 3:00 PM;Monday 12:00 PM - 1:30 PM;Monday 4:30 PM - 6:00 PM;,Strongly Agree,Strongly Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,1,"The previous system of WRP was already okay in my opinion. The only problem that needs to be fixed is the PowerApps. Make it so that everyone can book with ease. Also, reducing the hours required should be considered, especially for higher year levels. If WRP is not possible to be removed for us, make it at least 10 hours requirement. "
1401,8/17/23 17:26:46,8/17/23 17:31:46,,Yes,5th Year,Institute of Architecture and Fine Arts,,Bachelor of Science in Architecture (Building Construction Track),,,,,,No,Yes,2018 curriculum (WRP01XX),No,Lack of Information (Unclear Guidelines/Instructions);,Thursday 10:30 AM - 12:00 PM;,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly disagree,Agree,Strongly disagree,1,"Kung hindi pwede alisin sa higher year yung wrp, pwede bang bawasan nalang yung oras. Wala kasing consideration sa mga nagte-thesis/ojt sa totoo lang. Wala namang wellness na nakukuha senior students dito stress lang."
1402,8/17/23 17:29:47,8/17/23 17:32:19,,Yes,2nd Year,Institute of Health Sciences and Nursing,,,,,Bachelor of Science in Medical Technology,,,No,Yes,2021 curriculum (WRP02XX),Yes,,Monday 1:30 PM - 3:00 PM ;Friday 1:30 PM - 3:00 PM;Saturday 12:00 PM - 1:30 PM;,Strongly Agree,Strongly Agree,Strongly disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,1,Cdf session in afternoons. 
1403,8/17/23 17:30:29,8/17/23 17:33:37,,Yes,4th Year,Institute of Arts and Sciences,,,Bachelor of Arts in Language and Literature Studies (Literature Track),,,,,Employed (Part-time),Yes,2018 curriculum (WRP01XX),No,Lack of Information (Unclear Guidelines/Instructions);Limited Slots of Other Schedules;,Monday 10:30 AM - 12:00 PM;,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,1,None
1404,8/17/23 17:07:34,8/17/23 17:35:55,,Yes,3rd Year,"Institute of Accounts, Business, and Finance (Manila)",Bachelor of Science in Business Administration (Entrepreneurial Management Track),,,,,,,No,Yes,2018 curriculum (WRP01XX),No,Lack of Information (Unclear Guidelines/Instructions);,Wednesday 12:00 PM - 1:30 PM;Thursday 1:30 PM - 3:00 PM;,Disagree,Strongly Agree,Disagree,Agree,Disagree,Agree,Disagree,1,"Booking of physical activities should still be 3 days a week, or lessen the hours required"
1405,8/17/23 17:36:13,8/17/23 17:44:02,,Yes,2nd Year,Institute of Arts and Sciences,,,Bachelor of Arts in Communication (Convergent Media Track),,,,,No,Yes,2021 curriculum (WRP02XX),No,Limited Slots of Other Schedules;,Tuesday 1:30 PM - 3:00 PM;,Strongly Agree,Strongly Agree,Strongly disagree,Strongly Agree,Disagree,Strongly Agree,Strongly disagree,1,.
1406,8/17/23 17:39:51,8/17/23 17:44:11,,Yes,3rd Year,Institute of Health Sciences and Nursing,,,,,Bachelor of Science in Nursing,,,No,Yes,2021 curriculum (WRP02XX),No,Conflicting Schedule;Lack of Information (Unclear Guidelines/Instructions);,Monday 4:30 PM - 6:00 PM;Wednesday 4:30 PM - 6:00 PM;Wednesday 12:00 PM - 1:30 PM;,Strongly Agree,Strongly Agree,Strongly disagree,Strongly disagree,Strongly Agree,Strongly disagree,Strongly disagree,1,it will conflict to the schedule  in my duty and having cdf every morning is not for me since i have 7:30 am classes because after i do cdf i'll be sweaty if u have class at 7:30 amm
1407,8/17/23 17:43:45,8/17/23 17:46:23,,Yes,2nd Year,FEU Makati,,,,,,,Bachelor of Science in Business Administration (Marketing Management Track),No,Yes,2021 curriculum (WRP02XX),No,Lack of Information (Unclear Guidelines/Instructions);Limited Slots of Other Schedules;,Wednesday 1:30 PM - 3:00 PM;Wednesday 3:00 PM - 4:30 PM;,Disagree,Strongly Agree,Agree,Disagree,Agree,Disagree,Disagree,1,"it is not convenient for students, instead of improving the system it became much worse for the students."
1408,8/17/23 17:51:39,8/17/23 17:59:45,,Yes,2nd Year,Institute of Arts and Sciences,,,Bachelor of Arts in Political Science (Philippine Politics and Foreign Relations Track),,,,,No,Yes,2021 curriculum (WRP02XX),No,Conflicting Schedule;,Monday 3:00 PM - 4:30 PM;Thursday 3:00 PM - 4:30 PM;Tuesday 3:00 PM - 4:30 PM;,Agree,Strongly Agree,Disagree,Agree,Agree,Disagree,Disagree,1,"The old system is far more tolerable than this new, having students can freely choose what schedule and type of activities they can choose and book for 3 times. The only concern is that we should need to have a ‘cancel’ button in power apps so that slots and availability of specific activities can and accomodate more students than with no ‘cancel’ button whenever when students who book specific activity, they can able to cancel it hence giving an availability status in the power apps."
1409,8/17/23 18:01:15,8/17/23 18:11:29,,Yes,1st Year,Institute of Health Sciences and Nursing,,,,,Bachelor of Science in Medical Technology,,,No,Yes,2021 curriculum (WRP02XX),Yes,,Tuesday 7:30 AM - 9:00 AM;Tuesday 9:00 AM - 10:30 AM;Wednesday 7:30 AM - 9:00 AM;,Strongly Agree,Strongly Agree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,1,the wrp credit should be lowered if the fixed booking schedule won't change
1410,8/17/23 18:12:41,8/17/23 18:16:30,,Yes,3rd Year,Institute of Arts and Sciences,,,Bachelor of Arts in Communication (Convergent Media Track),,,,,No,Yes,2021 curriculum (WRP02XX),No,Lack of Information (Unclear Guidelines/Instructions);Limited Slots of Other Schedules;,Monday 10:30 AM - 12:00 PM;Tuesday 3:00 PM - 4:30 PM;Tuesday 12:00 PM - 1:30 PM;,Strongly Agree,Strongly Agree,Strongly disagree,Agree,Strongly disagree,Agree,Strongly disagree,1,"Bring back the 3-per-week booking system. 
Booking schedule should be fixed.
Abolish it completely for higher levels (3rd - 4th) year. "
1411,8/17/23 18:03:52,8/17/23 18:18:54,,Yes,4th Year,"Institute of Accounts, Business, and Finance (Manila)",Bachelor of Science in Business Administration (Financial Management Track),,,,,,,No,Yes,2018 curriculum (WRP01XX),Yes,,Wednesday 10:30 AM - 12:00 PM;Wednesday 9:00 AM - 10:30 AM;,Strongly Agree,Agree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,1,"Dapat in-explain ng WRP Department mismo yung new policy/ies na iimplement nila IN DETAIL so that students will not be overwhelmed during the first few weeks of classes. 

AYUSIN YUNG POWERAPPS para maayos na makapag-book yung students. Madalas nagccrash/hang/load yung app kaya nasasayang yung opportunity ng students na makahabol sa oras na nirerequire ng WRP Dept. Also, bawasan yung required number of hours for 3rd yr, 4th yr, & 5th yr students. Mabigat na yung papers and requirements na kinahaharap nila, and kung talagang for “wellness” ang ina-advocate nila, hindi sila magdadalawang-isip na pakinggan yung hinanaing natin.  Also, mag-offer pa ng mas marami activities na inclusive for all.  "
1412,8/17/23 18:15:29,8/17/23 18:21:32,,Yes,2nd Year,"Institute of Accounts, Business, and Finance (Manila)",Bachelor of Science in Accountancy,,,,,,,No,Yes,2021 curriculum (WRP02XX),No,Lack of Information (Unclear Guidelines/Instructions);,Wednesday 10:30 AM - 12:00 PM;Wednesday 1:30 PM - 3:00 PM;Wednesday 3:00 PM - 4:30 PM;,Strongly Agree,Strongly Agree,Disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,1,"The WRP system was already hectic yet doable before. Thr new guidelines are worse. I am not capable of making it to school as early as 6 AM just fall in line for cdf. I have scoliosis and standing in line for prolong periods may worsen my situation. I highly suggest that they just bring bsck the old guidelines and implement lesser hours to complete for higher year levels such thos graduating since this should be the lease of their concerns. Ang hassle ng WRP as a whole, but for it to take such a big toll on the students, is really really unnecessary."
1413,8/17/23 18:18:19,8/17/23 18:24:45,,Yes,3rd Year,"Institute of Accounts, Business, and Finance (Manila)",Bachelor of Science in Business Administration (Marketing Management Track),,,,,,,No,Yes,2021 curriculum (WRP02XX),Yes,,Monday 7:30 AM - 9:00 AM ;Wednesday 7:30 AM - 9:00 AM;Saturday 7:30 AM - 9:00 AM;,Strongly Agree,Strongly Agree,Disagree,Agree,Disagree,Disagree,Disagree,1,"I am suppose to complete 40 hours for my WRP since I enrolled two WRP courses since I have dropped one last year. Paano ko po macomplete yung 40 hours if one booking per week po? Also, balikan po ako from where I live and almost 2 hours po lagi biyahe ko papunta and pauwi. Ang hirap po lalo na yung first class ko are 10 30 or 12 kapag po mag cdf. "
1414,8/17/23 18:18:32,8/17/23 18:25:22,,Yes,3rd Year,Institute of Health Sciences and Nursing,,,,,Bachelor of Science in Medical Technology,,,No,Yes,2021 curriculum (WRP02XX),No,Conflicting Schedule;Lack of Information (Unclear Guidelines/Instructions);Limited Slots of Other Schedules;,Saturday 1:30 PM - 3:00 PM;Friday 3:00 PM - 4:30 PM;Thursday 4:30 PM - 6:00 PM;,Strongly Agree,Strongly Agree,Strongly disagree,Disagree,Disagree,Disagree,Strongly disagree,1,"There should be no WRP to 3rd, 4th, 5th year students as they have no time especially those who are in OJT."
1415,8/17/23 18:23:12,8/17/23 18:25:59,,Yes,4th Year,Institute of Health Sciences and Nursing,,,,,Bachelor of Science in Nursing,,,No,Yes,2018 curriculum (WRP01XX),No,Conflicting Schedule;Lack of Information (Unclear Guidelines/Instructions);Limited Slots of Other Schedules;,Tuesday 3:00 PM - 4:30 PM;Tuesday 4:30 PM - 6:00 PM;Thursday 9:00 AM - 10:30 AM;,Strongly Agree,Strongly Agree,Strongly disagree,Strongly Agree,Strongly disagree,Disagree,Strongly disagree,1,CDF from monday to friday in different time slots should be implemented as it is a hassle for students who commute and students with ojt to find a schedule that would fit out time
1416,8/17/23 18:25:04,8/17/23 18:26:47,,Yes,3rd Year,"Institute of Accounts, Business, and Finance (Manila)",Bachelor of Science in Accountancy,,,,,,,No,Yes,2021 curriculum (WRP02XX),Yes,,Thursday 1:30 PM - 3:00 PM;Thursday 12:00 PM - 1:30 PM;Friday 10:30 AM - 12:00 PM;,Strongly Agree,Strongly Agree,Disagree,Agree,Disagree,Disagree,Strongly disagree,1,.
1417,8/17/23 18:26:36,8/17/23 18:30:16,,Yes,3rd Year,Institute of Tourism and Hotel Management,,,,,,Bachelor of Science in Tourism Management (Travel and Tours Management Track),,No,Yes,2021 curriculum (WRP02XX),Yes,,Monday 1:30 PM - 3:00 PM ;Monday 3:00 PM - 4:30 PM;Monday 10:30 AM - 12:00 PM;,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Disagree,Agree,1,"No more bookings, walk ins nalang po sana?? also no limit of attendance per week pls!! "
1418,8/17/23 18:33:54,8/17/23 18:36:53,,Yes,3rd Year,Institute of Arts and Sciences,,,Bachelor of Arts in Communication (Digital Cinema Track),,,,,No,Yes,2018 curriculum (WRP01XX),Yes,,Tuesday 10:30 AM - 12:00 PM;Wednesday 9:00 AM - 10:30 AM;Wednesday 10:30 AM - 12:00 PM;,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly disagree,Disagree,Strongly disagree,1,They should let us book 3 sessions per week to reach the minimum required hours early considering that my 3rd year is the heaviest years in my degree program. And they should clarify the new guidelines by themselves and not let students do their announcements on the OPC group.
1419,8/17/23 18:33:39,8/17/23 18:37:49,,Yes,3rd Year,Institute of Health Sciences and Nursing,,,,,Bachelor of Science in Medical Technology,,,No,Yes,2021 curriculum (WRP02XX),No,Lack of Information (Unclear Guidelines/Instructions);Limited Slots of Other Schedules;Choices for activies not showing in app;,Wednesday 10:30 AM - 12:00 PM;Wednesday 12:00 PM - 1:30 PM;Wednesday 3:00 PM - 4:30 PM;,Strongly Agree,Agree,Strongly disagree,Agree,Disagree,Agree,Strongly disagree,3,Add cdf sessions in the afternoon
1420,8/17/23 18:37:51,8/17/23 18:39:50,,Yes,3rd Year,Institute of Arts and Sciences,,,Bachelor of Arts in Communication (Digital Cinema Track),,,,,No,Yes,2021 curriculum (WRP02XX),No,Lack of Information (Unclear Guidelines/Instructions);Limited Slots of Other Schedules;,Friday 1:30 PM - 3:00 PM;,Strongly Agree,Strongly Agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,1,"If the system does not work, just abolish it. Listen to your students. "
1421,8/17/23 18:19:33,8/17/23 18:40:45,,Yes,4th Year,Institute of Arts and Sciences,,,Bachelor of Arts in Communication (Convergent Media Track),,,,,No,Yes,2018 curriculum (WRP01XX),No,Lack of Information (Unclear Guidelines/Instructions);,Monday 1:30 PM - 3:00 PM ;Tuesday 1:30 PM - 3:00 PM;Thursday 10:30 AM - 12:00 PM;,Strongly Agree,Strongly Agree,Agree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,1,"Bring back the previous system, and instead improve more on the time slots of booking, apply the policy on absences to prevent students from wasting slots and if possible lower the number of required hours for 3rd to 5th year students. It is much better for students to have the freedom in choosing the time and activity they want to attend to. The new system of WRP feels like a burden than a course that promotes wellness to its students. "
1422,8/17/23 18:33:02,8/17/23 18:42:31,,Yes,3rd Year,Institute of Tourism and Hotel Management,,,,,,Bachelor of Science in Tourism Management (Travel and Tours Management Track),,No,Yes,2021 curriculum (WRP02XX),No,Conflicting Schedule;,Saturday 1:30 PM - 3:00 PM;,Strongly Agree,Strongly Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,1,"As a 3rd year student, wala na dapat kaming WRP dahil lahat ng subject namin ay puro major na at puro pang gabi pa kami, I don't think maisasabay pa namin ang WRP dahil nahihirapan din kami sa schedule namin. "
